Location,Date,Time,Latitude,Longitude,Altitude,YRMODAHRMI,Month,Hour,Season,Humidity,AmbientTemp,PolyPwr,Wind.Speed,Visibility,Pressure,Cloud.Ceiling
USAFA,20180610,1100,38.95,-104.83,1947,201806000000.0,6,11,Summer,10.15625,37.44698,17.86876,3,10.0,794.8,722
Offutt,20180725,1100,41.13,-95.75,380,201807000000.0,7,11,Summer,82.07397,25.19836,12.55906,6,10.0,981.7,722
Offutt,20180406,1300,41.13,-95.75,380,201804000000.0,4,13,Spring,99.98779,-2.50137,3.59602,16,0.0,987.3,30
USAFA,20180502,1200,38.95,-104.83,1947,201805000000.0,5,12,Spring,53.52783,21.23299,6.92021,9,10.0,794.8,26
Travis,20180410,1400,38.16,-121.56,1,201804000000.0,4,14,Spring,60.21118,22.5296,5.02288,18,10.0,1014.6,200
USAFA,20170817,1500,38.95,-104.83,1947,201708000000.0,8,15,Summer,9.46045,50.89905,1.54989,8,10.0,802.6,722
USAFA,20180512,1245,38.95,-104.83,1947,201805000000.0,5,12,Spring,21.67969,35.45799,19.09804,17,10.0,796.7,722
Malmstrom,20180517,1400,47.52,-111.18,1043,201805000000.0,5,14,Spring,56.9397,17.36328,3.02582,10,10.0,893.6,27
USAFA,20180412,1315,38.95,-104.83,1947,201804000000.0,4,13,Spring,9.17969,31.70158,11.97335,20,10.0,783.6,170
Travis,20180824,1300,38.16,-121.56,1,201808000000.0,8,13,Summer,43.0542,28.97491,15.93315,14,10.0,1011.6,722
Peterson,20171126,1000,38.82,-104.71,1879,201711000000.0,11,10,Fall,7.86133,34.81094,3.69557,5,10.0,817.9,250
USAFA,20170525,1030,38.95,-104.83,1947,201705000000.0,5,10,Spring,16.93115,30.93369,20.5523,15,10.0,787.5,722
March AFB,20180317,1200,33.9,-117.26,458,201803000000.0,3,12,Spring,48.71826,16.76155,7.15915,8,10.0,960.5,60
Travis,20180806,1500,38.16,-121.56,1,201808000000.0,8,15,Summer,14.89258,41.98891,16.69285,10,10.0,1010.2,722
Malmstrom,20180314,1400,47.52,-111.18,1043,201803000000.0,3,14,Spring,47.05811,6.52206,14.21719,7,10.0,885.0,722
USAFA,20180714,1400,38.95,-104.83,1947,201807000000.0,7,14,Summer,12.39624,55.41077,17.80066,15,10.0,803.7,722
JDMT,20180426,1000,26.98,-80.11,2,201804000000.0,4,10,Spring,43.85376,31.63612,21.06951,7,10.0,1014.2,722
Malmstrom,20180209,1500,47.52,-111.18,1043,201802000000.0,2,15,Winter,37.77466,-6.48438,3.44783,5,10.0,903.6,722
Offutt,20180606,1000,41.13,-95.75,380,201806000000.0,6,10,Summer,69.29321,30.33951,16.85214,9,9.1,973.5,722
Peterson,20170726,1100,38.82,-104.71,1879,201707000000.0,7,11,Summer,11.01685,54.86443,19.15666,0,10.0,817.3,722
Hill Weber,20171019,1500,41.15,-111.99,1370,201710000000.0,10,15,Fall,7.6355,38.76625,11.46245,7,10.0,849.3,722
USAFA,20180705,1400,38.95,-104.83,1947,201807000000.0,7,14,Summer,25.49438,34.27216,7.22223,17,10.0,813.1,722
Hill Weber,20170729,1000,41.15,-111.99,1370,201707000000.0,7,10,Summer,31.43311,31.00166,16.66801,11,10.0,858.1,722
MNANG,20171129,1300,44.89,-93.2,246,201711000000.0,11,13,Fall,34.77173,12.96738,4.64507,10,10.0,990.3,722
Peterson,20170915,1400,38.82,-104.71,1879,201709000000.0,9,14,Fall,5.34668,38.78891,18.07234,9,10.0,805.8,722
USAFA,20170916,1100,38.95,-104.83,1947,201709000000.0,9,11,Fall,39.5813,23.27988,6.27593,11,10.0,801.2,24
Travis,20180824,1200,38.16,-121.56,1,201808000000.0,8,12,Summer,49.646,25.79254,14.74291,15,10.0,1012.3,722
MNANG,20180807,1200,44.89,-93.2,246,201808000000.0,8,12,Summer,62.62207,27.76642,11.21933,7,10.0,985.6,120
Travis,20180216,1300,38.16,-121.56,1,201802000000.0,2,13,Winter,21.80786,21.28838,14.63338,3,10.0,1022.1,722
JDMT,20180302,1400,26.98,-80.11,2,201803000000.0,3,14,Spring,29.40063,40.68726,24.17669,13,10.0,1016.5,722
JDMT,20170525,1000,26.98,-80.11,2,201705000000.0,5,10,Spring,68.21899,31.69403,4.55245,11,10.0,1010.8,16
USAFA,20180204,1515,38.95,-104.83,1947,201802000000.0,2,15,Winter,57.71484,-0.02899,2.6042,6,0.5,797.6,2
JDMT,20170802,1515,26.98,-80.11,2,201708000000.0,8,15,Summer,50.27466,39.30756,9.63783,8,3.0,1018.9,35
Camp Murray,20180206,1115,47.11,-122.57,84,201802000000.0,2,11,Winter,71.16089,13.58421,1.68883,6,10.0,1017.0,28
Camp Murray,20180828,1000,47.11,-122.57,84,201808000000.0,8,10,Summer,36.67603,30.30678,10.75543,0,10.0,1007.6,722
Hill Weber,20171112,1000,41.15,-111.99,1370,201711000000.0,11,10,Fall,44.01245,6.40877,6.50977,22,10.0,858.4,722
March AFB,20180120,1500,33.9,-117.26,458,201801000000.0,1,15,Winter,27.91138,18.75305,13.28593,8,10.0,960.5,722
Travis,20170808,1500,38.16,-121.56,1,201708000000.0,8,15,Summer,31.9458,34.8613,18.30108,18,10.0,1008.6,722
Camp Murray,20180807,1400,47.11,-122.57,84,201808000000.0,8,14,Summer,7.72705,57.43752,18.79698,5,10.0,1004.2,722
Travis,20170610,1330,38.16,-121.56,1,201706000000.0,6,13,Summer,26.70898,29.64462,23.66736,16,10.0,1009.9,722
Peterson,20170904,1500,38.82,-104.71,1879,201709000000.0,9,15,Fall,8.21533,39.92691,5.34911,7,5.0,816.5,722
Travis,20180410,1100,38.16,-121.56,1,201804000000.0,4,11,Spring,55.36499,19.4429,5.98229,15,10.0,1015.3,722
USAFA,20180612,1300,38.95,-104.83,1947,201806000000.0,6,13,Summer,7.83691,47.0948,19.19942,6,10.0,802.0,722
Grissom,20180519,1345,40.67,-86.15,239,201805000000.0,5,13,Spring,50.07324,32.28317,7.0339,9,10.0,982.2,33
Malmstrom,20180331,1315,47.52,-111.18,1043,201803000000.0,3,13,Spring,31.04248,5.25314,21.57037,5,10.0,907.3,19
Travis,20180307,1100,38.16,-121.56,1,201803000000.0,3,11,Spring,58.29468,14.92363,4.53743,10,10.0,1015.0,722
March AFB,20171011,1400,33.9,-117.26,458,201710000000.0,10,14,Fall,15.48462,32.27058,14.70238,10,10.0,956.6,722
JDMT,20180105,1200,26.98,-80.11,2,201801000000.0,1,12,Winter,29.73633,23.94707,23.87873,13,10.0,1026.0,722
Peterson,20180213,1300,38.82,-104.71,1879,201802000000.0,2,13,Winter,15.61279,29.61189,13.18498,8,10.0,812.5,722
USAFA,20170525,1530,38.95,-104.83,1947,201705000000.0,5,15,Spring,7.1167,37.36641,4.28624,16,10.0,786.7,150
Kahului,20171201,1500,20.89,-156.44,2,201712000000.0,12,15,Winter,71.14258,28.41347,9.45602,21,10.0,1012.8,55
Camp Murray,20180706,1500,47.11,-122.57,84,201807000000.0,7,15,Summer,14.25781,48.38387,22.16597,10,10.0,1008.2,722
Malmstrom,20180303,1500,47.52,-111.18,1043,201803000000.0,3,15,Spring,47.14966,5.11971,7.74046,8,10.0,891.7,722
Travis,20171029,1100,38.16,-121.56,1,201710000000.0,10,11,Fall,53.17383,23.16658,11.33355,11,10.0,1009.6,722
Camp Murray,20180220,1200,47.11,-122.57,84,201802000000.0,2,12,Winter,61.86523,7.07596,1.61846,0,2.0,1010.9,722
Malmstrom,20180410,1400,47.52,-111.18,1043,201804000000.0,4,14,Spring,25.04883,18.74298,3.28526,11,10.0,891.1,722
USAFA,20170601,1100,38.95,-104.83,1947,201706000000.0,6,11,Summer,23.46802,30.99663,17.75762,7,10.0,799.5,722
JDMT,20180317,1200,26.98,-80.11,2,201803000000.0,3,12,Spring,33.53271,37.37648,27.38212,6,10.0,1018.9,722
Travis,20180713,1000,38.16,-121.56,1,201807000000.0,7,10,Summer,41.61377,28.4613,15.33139,20,10.0,1012.6,722
Hill Weber,20170627,1300,41.15,-111.99,1370,201706000000.0,6,13,Summer,13.77563,40.70488,23.13233,14,10.0,851.6,722
Travis,20171228,1200,38.16,-121.56,1,201712000000.0,12,12,Winter,53.34473,17.50175,7.96518,0,10.0,1023.1,722
Hill Weber,20180310,1430,41.15,-111.99,1370,201803000000.0,3,14,Spring,24.73145,23.88664,20.08083,13,10.0,853.7,722
Travis,20170829,1200,38.16,-121.56,1,201708000000.0,8,12,Summer,41.88843,29.04037,18.41982,24,10.0,1007.2,722
Peterson,20170828,1500,38.82,-104.71,1879,201708000000.0,8,15,Summer,23.45581,36.83014,16.59742,16,10.0,817.6,722
Malmstrom,20180104,1400,47.52,-111.18,1043,201801000000.0,1,14,Winter,47.42432,8.45062,2.39251,7,10.0,897.2,722
Peterson,20180801,1100,38.82,-104.71,1879,201808000000.0,8,11,Summer,12.04834,45.74028,14.74731,8,10.0,816.2,722
JDMT,20180101,1000,26.98,-80.11,2,201801000000.0,1,10,Winter,77.91138,20.65895,6.12409,0,10.0,1019.9,60
Peterson,20171028,1200,38.82,-104.71,1879,201710000000.0,10,12,Fall,15.19775,22.65045,4.14603,3,10.0,813.7,70
Peterson,20180207,1500,38.82,-104.71,1879,201802000000.0,2,15,Winter,22.10083,18.10852,10.10181,7,10.0,813.1,722
Travis,20180620,1100,38.16,-121.56,1,201806000000.0,6,11,Summer,49.70093,23.86902,18.99497,23,10.0,1011.6,722
MNANG,20180905,1500,44.89,-93.2,246,201809000000.0,9,15,Fall,56.40259,24.56894,11.33658,13,10.0,992.8,250
JDMT,20171222,1500,26.98,-80.11,2,201712000000.0,12,15,Winter,30.29175,46.44775,17.66447,9,10.0,1019.9,722
Travis,20170720,1300,38.16,-121.56,1,201707000000.0,7,13,Summer,28.31421,34.84367,21.40898,13,10.0,1013.0,722
March AFB,20180404,1000,33.9,-117.26,458,201804000000.0,4,10,Spring,46.50879,25.19585,11.34293,3,10.0,962.1,722
USAFA,20180128,1100,38.95,-104.83,1947,201801000000.0,1,11,Winter,22.86377,9.69688,8.02102,3,10.0,805.3,722
March AFB,20171021,1100,33.9,-117.26,458,201710000000.0,10,11,Fall,18.87207,27.05391,7.15587,8,10.0,963.1,722
Peterson,20180716,1115,38.82,-104.71,1879,201807000000.0,7,11,Summer,28.32642,39.37805,5.68708,10,10.0,817.9,17
Malmstrom,20180811,1300,47.52,-111.18,1043,201808000000.0,8,13,Summer,9.05762,38.74107,18.02454,8,10.0,892.6,722
USAFA,20180530,1415,38.95,-104.83,1947,201805000000.0,5,14,Spring,91.86401,23.27484,6.2492,7,10.0,795.3,75
Offutt,20180513,1500,41.13,-95.75,380,201805000000.0,5,15,Spring,36.2854,36.79489,23.79519,9,10.0,975.8,722
Camp Murray,20180720,1300,47.11,-122.57,84,201807000000.0,7,13,Summer,16.91284,42.58308,27.72456,6,10.0,1011.3,31
USAFA,20180406,1145,38.95,-104.83,1947,201804000000.0,4,11,Spring,56.26221,6.49437,5.06793,18,2.5,797.0,12
Hill Weber,20170814,1100,41.15,-111.99,1370,201708000000.0,8,11,Summer,29.30298,29.68742,17.56212,8,10.0,850.5,722
Kahului,20180414,1400,20.89,-156.44,2,201804000000.0,4,14,Spring,56.27441,32.19002,24.20424,17,10.0,1013.1,722
JDMT,20171105,1000,26.98,-80.11,2,201711000000.0,11,10,Fall,48.44971,36.77475,17.44358,7,9.1,1015.9,722
March AFB,20171216,1100,33.9,-117.26,458,201712000000.0,12,11,Winter,28.9917,18.07076,11.97498,10,10.0,952.7,722
USAFA,20170713,1300,38.95,-104.83,1947,201707000000.0,7,13,Summer,31.54907,36.76971,8.10634,10,10.0,807.0,65
Kahului,20180413,1000,20.89,-156.44,2,201804000000.0,4,10,Spring,38.51929,37.99583,19.79047,5,10.0,1014.8,722
Travis,20180925,1400,38.16,-121.56,1,201809000000.0,9,14,Fall,15.88135,39.97978,12.05886,0,10.0,1009.2,722
Peterson,20180529,1000,38.82,-104.71,1879,201805000000.0,5,10,Spring,16.26587,40.69229,14.98103,6,10.0,808.9,722
Kahului,20180606,1200,20.89,-156.44,2,201806000000.0,6,12,Summer,63.11646,29.66728,20.21774,22,10.0,1015.5,722
Offutt,20180415,1400,41.13,-95.75,380,201804000000.0,4,14,Spring,87.24365,1.28021,7.21435,15,10.0,980.4,26
USAFA,20180127,1400,38.95,-104.83,1947,201801000000.0,1,14,Winter,6.89697,16.7968,6.15929,9,10.0,801.2,722
Travis,20170921,1500,38.16,-121.56,1,201709000000.0,9,15,Fall,21.60645,29.69498,15.67507,10,10.0,1007.5,722
Kahului,20180314,1100,20.89,-156.44,2,201803000000.0,3,11,Spring,65.19775,29.05548,11.34865,15,10.0,1014.1,722
Peterson,20180807,1400,38.82,-104.71,1879,201808000000.0,8,14,Summer,31.62231,33.50929,21.33312,14,10.0,815.1,722
Kahului,20180203,1100,20.89,-156.44,2,201802000000.0,2,11,Winter,61.40747,29.66728,17.7435,7,10.0,1013.8,722
Grissom,20171116,1545,40.67,-86.15,239,201711000000.0,11,15,Fall,70.30029,6.46667,3.87089,9,10.0,993.1,28
Hill Weber,20171125,1500,41.15,-111.99,1370,201711000000.0,11,15,Fall,29.29688,22.67311,4.18784,0,10.0,859.6,150
Peterson,20171010,1300,38.82,-104.71,1879,201710000000.0,10,13,Fall,11.64551,30.31937,15.99327,9,10.0,817.9,722
Kahului,20180310,1500,20.89,-156.44,2,201803000000.0,3,15,Spring,56.14014,25.76485,15.99526,18,10.0,1014.4,65
Hill Weber,20171016,1200,41.15,-111.99,1370,201710000000.0,10,12,Fall,10.82153,35.52597,16.25593,3,10.0,864.6,722
USAFA,20180518,1000,38.95,-104.83,1947,201805000000.0,5,10,Spring,39.16016,21.93542,16.88795,25,10.0,796.2,722
March AFB,20180612,1400,33.9,-117.26,458,201806000000.0,6,14,Summer,16.60767,41.90331,19.01821,5,10.0,955.0,722
Travis,20171212,1100,38.16,-121.56,1,201712000000.0,12,11,Winter,58.61816,12.35558,5.56001,3,10.0,1025.8,722
Hill Weber,20180513,1400,41.15,-111.99,1370,201805000000.0,5,14,Spring,30.93262,33.61252,25.41586,8,10.0,851.3,722
Grissom,20180808,1400,40.67,-86.15,239,201808000000.0,8,14,Summer,51.92871,34.8336,9.31803,10,10.0,984.2,722
USAFA,20180927,1300,38.95,-104.83,1947,201809000000.0,9,13,Fall,7.87964,36.13274,9.89453,13,10.0,799.5,722
Peterson,20180822,1300,38.82,-104.71,1879,201808000000.0,8,13,Summer,62.59155,24.5211,1.52474,3,5.0,818.4,16
Hill Weber,20170804,1100,41.15,-111.99,1370,201708000000.0,8,11,Summer,23.90137,34.76814,18.63468,11,10.0,854.9,722
USAFA,20170917,1300,38.95,-104.83,1947,201709000000.0,9,13,Fall,56.74438,17.37335,2.57545,22,10.0,803.1,14
March AFB,20180614,1100,33.9,-117.26,458,201806000000.0,6,11,Summer,20.26978,39.40323,18.37524,5,10.0,956.6,722
USAFA,20180331,1200,38.95,-104.83,1947,201803000000.0,3,12,Spring,22.68677,21.88759,20.09936,18,10.0,799.8,722
March AFB,20171202,1000,33.9,-117.26,458,201712000000.0,12,10,Winter,46.11206,18.80089,7.00498,0,10.0,962.1,722
Camp Murray,20171208,1345,47.11,-122.57,84,201712000000.0,12,13,Winter,74.95117,8.36754,1.68883,0,1.8,1021.0,2
March AFB,20170809,1300,33.9,-117.26,458,201708000000.0,8,13,Summer,17.7063,38.7587,21.29625,5,10.0,958.5,722
Peterson,20180720,1500,38.82,-104.71,1879,201807000000.0,7,15,Summer,7.01294,37.47719,2.11501,8,10.0,813.9,140
Grissom,20180906,1500,40.67,-86.15,239,201809000000.0,9,15,Fall,45.23315,36.76216,12.04149,9,10.0,993.5,36
Hill Weber,20171014,1000,41.15,-111.99,1370,201710000000.0,10,10,Fall,34.53979,9.11278,4.22975,0,10.0,865.7,45
Travis,20180116,1500,38.16,-121.56,1,201801000000.0,1,15,Winter,80.42603,16.08429,0.70376,10,10.0,1020.7,16
Camp Murray,20180616,1500,47.11,-122.57,84,201806000000.0,6,15,Summer,12.78076,45.80322,19.83458,9,10.0,1003.5,722
JDMT,20171105,1300,26.98,-80.11,2,201711000000.0,11,13,Fall,32.93457,45.08568,23.27933,11,10.0,1015.2,722
Travis,20170919,1000,38.16,-121.56,1,201709000000.0,9,10,Fall,30.54199,25.9008,9.95405,11,10.0,1014.0,722
Offutt,20180725,1500,41.13,-95.75,380,201807000000.0,7,15,Summer,42.07153,34.79836,21.09756,9,10.0,979.7,722
USAFA,20180925,1130,38.95,-104.83,1947,201809000000.0,9,11,Fall,30.3772,21.29341,15.10085,13,10.0,804.2,722
MNANG,20171111,1200,44.89,-93.2,246,201711000000.0,11,12,Fall,56.44531,8.35495,5.55969,13,10.0,990.2,722
Peterson,20180828,1100,38.82,-104.71,1879,201808000000.0,8,11,Summer,10.33325,45.10078,15.44647,10,10.0,813.4,722
Travis,20180614,1300,38.16,-121.56,1,201806000000.0,6,13,Summer,32.36084,31.62605,22.00628,14,10.0,1005.2,722
March AFB,20180824,1100,33.9,-117.26,458,201808000000.0,8,11,Summer,40.57007,32.94533,14.47992,0,10.0,960.5,722
USAFA,20170724,1530,38.95,-104.83,1947,201707000000.0,7,15,Summer,18.4082,41.3343,3.46824,16,10.0,800.9,170
Travis,20170716,1100,38.16,-121.56,1,201707000000.0,7,11,Summer,15.271,42.59064,17.42831,3,10.0,1009.2,722
USAFA,20170930,1400,38.95,-104.83,1947,201709000000.0,9,14,Fall,48.27881,25.15305,5.42069,11,10.0,799.5,722
JDMT,20171007,1000,26.98,-80.11,2,201710000000.0,10,10,Fall,51.18408,39.31763,17.13104,16,10.0,1014.5,250
Grissom,20180722,1530,40.67,-86.15,239,201807000000.0,7,15,Summer,98.62061,21.30096,2.9211,0,10.0,979.9,722
Hill Weber,20180625,1000,41.15,-111.99,1370,201806000000.0,6,10,Summer,24.69482,30.89844,12.64092,13,10.0,854.9,722
MNANG,20180216,1400,44.89,-93.2,246,201802000000.0,2,14,Winter,21.03882,5.17258,10.38162,9,10.0,995.8,722
Peterson,20171117,1300,38.82,-104.71,1879,201711000000.0,11,13,Fall,15.68604,28.41599,11.20607,23,10.0,800.4,722
March AFB,20171009,1000,33.9,-117.26,458,201710000000.0,10,10,Fall,7.64771,27.81174,10.87799,17,10.0,959.8,722
Hill Weber,20171210,1000,41.15,-111.99,1370,201712000000.0,12,10,Winter,65.18555,-3.12073,2.14634,15,10.0,870.4,722
Kahului,20171128,1500,20.89,-156.44,2,201711000000.0,11,15,Fall,85.18066,23.95462,8.01262,16,10.0,1015.1,65
USAFA,20180523,1200,38.95,-104.83,1947,201805000000.0,5,12,Spring,16.8335,36.18309,20.28557,10,10.0,798.9,722
USAFA,20180523,1100,38.95,-104.83,1947,201805000000.0,5,11,Spring,24.71924,31.67137,6.22008,9,10.0,799.2,722
Kahului,20180121,1000,20.89,-156.44,2,201801000000.0,1,10,Winter,65.51514,28.37822,13.07796,14,10.0,1014.8,722
MNANG,20180722,1100,44.89,-93.2,246,201807000000.0,7,11,Summer,62.90283,27.06398,19.20991,9,10.0,988.2,722
Grissom,20180806,1400,40.67,-86.15,239,201808000000.0,8,14,Summer,54.44946,36.73447,10.29737,13,10.0,988.2,722
Travis,20171217,1400,38.16,-121.56,1,201712000000.0,12,14,Winter,25.25024,19.33212,8.92272,10,10.0,1013.6,722
MNANG,20180913,1300,44.89,-93.2,246,201809000000.0,9,13,Fall,51.65405,30.94879,8.76488,22,10.0,984.4,722
Travis,20180607,1300,38.16,-121.56,1,201806000000.0,6,13,Summer,36.02905,30.26649,21.79952,13,10.0,1011.9,722
Grissom,20180622,1300,40.67,-86.15,239,201806000000.0,6,13,Summer,78.74756,25.75226,2.37792,14,1.5,976.3,13
JDMT,20171118,1500,26.98,-80.11,2,201711000000.0,11,15,Fall,29.54102,39.97223,19.76608,7,10.0,1013.5,722
Travis,20170930,1300,38.16,-121.56,1,201709000000.0,9,13,Fall,33.63037,31.60088,17.06084,11,10.0,1010.9,722
Offutt,20180409,1300,41.13,-95.75,380,201804000000.0,4,13,Spring,67.59644,5.86998,2.29432,8,10.0,986.0,16
USAFA,20180729,1230,38.95,-104.83,1947,201807000000.0,7,12,Summer,36.37085,36.06728,16.14843,14,10.0,804.0,722
Peterson,20180608,1500,38.82,-104.71,1879,201806000000.0,6,15,Summer,4.90112,36.81755,21.16862,10,10.0,811.4,722
Peterson,20180310,1500,38.82,-104.71,1879,201803000000.0,3,15,Spring,13.93433,20.65895,21.05456,26,10.0,806.6,140
Hill Weber,20171018,1300,41.15,-111.99,1370,201710000000.0,10,13,Fall,7.79419,43.14453,15.65713,3,10.0,858.1,722
Grissom,20180530,1445,40.67,-86.15,239,201805000000.0,5,14,Spring,98.13843,23.24463,2.42824,16,7.0,974.3,41
Camp Murray,20180925,1100,47.11,-122.57,84,201809000000.0,9,11,Fall,21.74683,37.38152,12.41759,9,10.0,1014.6,722
Travis,20170807,1200,38.16,-121.56,1,201708000000.0,8,12,Summer,41.46118,29.07059,19.84437,16,10.0,1010.2,722
Peterson,20180212,1400,38.82,-104.71,1879,201802000000.0,2,14,Winter,40.44189,7.83882,5.27939,6,10.0,806.9,60
Malmstrom,20180109,1500,47.52,-111.18,1043,201801000000.0,1,15,Winter,48.33984,11.64558,2.59569,16,10.0,877.1,100
March AFB,20171010,1300,33.9,-117.26,458,201710000000.0,10,13,Fall,1.30615,38.03864,16.25123,5,10.0,959.2,722
Grissom,20180525,1300,40.67,-86.15,239,201805000000.0,5,13,Spring,19.55566,43.15964,20.1935,7,10.0,984.9,722
Peterson,20170808,1030,38.82,-104.71,1879,201708000000.0,8,10,Summer,39.55688,32.88239,17.86645,8,9.1,817.3,17
JDMT,20170918,1500,26.98,-80.11,2,201709000000.0,9,15,Fall,47.13135,35.5587,9.71196,8,10.0,1011.5,722
JDMT,20180331,1500,26.98,-80.11,2,201803000000.0,3,15,Spring,48.00415,34.7908,12.1689,10,10.0,1018.6,250
Peterson,20180616,1330,38.82,-104.71,1879,201806000000.0,6,13,Summer,18.34717,32.83455,12.33854,33,10.0,805.5,140
Hill Weber,20180129,1400,41.15,-111.99,1370,201801000000.0,1,14,Winter,14.68506,36.1982,15.98753,7,10.0,864.9,722
USAFA,20180729,1300,38.95,-104.83,1947,201807000000.0,7,13,Summer,30.35278,38.10158,18.82848,14,10.0,804.0,722
Travis,20180930,1000,38.16,-121.56,1,201809000000.0,9,10,Fall,52.15454,25.84793,4.94479,8,10.0,1010.9,722
Malmstrom,20180811,1200,47.52,-111.18,1043,201808000000.0,8,12,Summer,12.87231,39.4133,4.85601,3,10.0,892.3,722
Kahului,20171124,1200,20.89,-156.44,2,201711000000.0,11,12,Fall,52.4353,27.17476,18.51178,20,10.0,1015.1,722
USAFA,20180205,1045,38.95,-104.83,1947,201802000000.0,2,10,Winter,30.2063,13.55904,5.37731,28,10.0,793.1,722
Hill Weber,20180729,1000,41.15,-111.99,1370,201807000000.0,7,10,Summer,18.82324,31.67389,13.05129,11,10.0,857.8,722
JDMT,20171227,1200,26.98,-80.11,2,201712000000.0,12,12,Winter,32.6416,41.26129,21.70524,8,10.0,1023.7,722
USAFA,20171001,1215,38.95,-104.83,1947,201710000000.0,10,12,Fall,26.3855,28.40591,13.88956,13,10.0,791.7,722
Offutt,20180527,1100,41.13,-95.75,380,201805000000.0,5,11,Spring,34.05151,35.44792,19.41598,5,10.0,973.5,722
Grissom,20180111,1200,40.67,-86.15,239,201801000000.0,1,12,Winter,90.64941,14.17084,3.58958,16,10.0,982.2,65
March AFB,20171026,1500,33.9,-117.26,458,201710000000.0,10,15,Fall,9.43604,36.13274,9.65572,7,10.0,957.2,722
Travis,20171201,1500,38.16,-121.56,1,201712000000.0,12,15,Winter,43.50586,22.59254,7.87896,0,10.0,1015.3,722
Hill Weber,20180817,1300,41.15,-111.99,1370,201808000000.0,8,13,Summer,15.1001,46.37726,20.17313,8,10.0,858.7,722
USAFA,20170607,1530,38.95,-104.83,1947,201706000000.0,6,15,Summer,41.90674,25.9008,4.49136,10,10.0,803.7,100
Kahului,20180413,1200,20.89,-156.44,2,201804000000.0,4,12,Spring,57.72705,30.99663,26.00357,18,10.0,1014.4,722
USAFA,20180515,1330,38.95,-104.83,1947,201805000000.0,5,13,Spring,14.00146,41.30913,20.46034,17,10.0,800.6,722
Hill Weber,20171219,1000,41.15,-111.99,1370,201712000000.0,12,10,Winter,70.41626,0.67596,2.25203,14,10.0,857.5,722
Peterson,20180520,1100,38.82,-104.71,1879,201805000000.0,5,11,Spring,75.73242,14.16832,7.49674,11,2.0,816.2,3
JDMT,20180213,1200,26.98,-80.11,2,201802000000.0,2,12,Winter,55.88989,36.76468,20.38513,13,7.0,1029.1,28
Kahului,20180401,1200,20.89,-156.44,2,201804000000.0,4,12,Spring,63.33618,29.69498,11.35983,13,10.0,1013.4,55
Hill Weber,20170924,1530,41.15,-111.99,1370,201709000000.0,9,15,Fall,81.33545,8.45566,2.20926,10,10.0,852.5,11
Hill Weber,20180626,1300,41.15,-111.99,1370,201806000000.0,6,13,Summer,10.27222,39.93446,22.58522,10,10.0,854.3,722
JDMT,20171008,1000,26.98,-80.11,2,201710000000.0,10,10,Fall,50.26855,39.28993,7.5479,11,10.0,1014.5,722
Kahului,20180420,1400,20.89,-156.44,2,201804000000.0,4,14,Spring,61.65161,29.63455,11.18219,22,10.0,1014.1,722
Travis,20170805,1400,38.16,-121.56,1,201708000000.0,8,14,Summer,32.58667,34.92172,19.9201,18,10.0,1008.2,722
March AFB,20180710,1100,33.9,-117.26,458,201807000000.0,7,11,Summer,22.50977,43.93509,13.62013,0,10.0,961.1,200
Hill Weber,20171021,1100,41.15,-111.99,1370,201710000000.0,10,11,Fall,37.854,14.1658,7.43304,7,10.0,858.4,35
JDMT,20180112,1500,26.98,-80.11,2,201801000000.0,1,15,Winter,43.76831,37.42432,6.39579,11,10.0,1011.5,22
Grissom,20180816,1500,40.67,-86.15,239,201808000000.0,8,15,Summer,61.57227,33.59489,9.28774,8,10.0,985.2,44
Hill Weber,20170807,1100,41.15,-111.99,1370,201708000000.0,8,11,Summer,29.98047,31.58577,15.99952,13,10.0,856.3,722
USAFA,20180624,1200,38.95,-104.83,1947,201806000000.0,6,12,Summer,24.36523,33.54958,10.02724,13,10.0,798.7,34
USAFA,20171001,1245,38.95,-104.83,1947,201710000000.0,10,12,Fall,21.3562,30.28664,10.47213,14,10.0,791.2,722
Travis,20171220,1000,38.16,-121.56,1,201712000000.0,12,10,Winter,65.74097,10.33386,1.93545,0,10.0,1020.1,722
Offutt,20180811,1300,41.13,-95.75,380,201808000000.0,8,13,Summer,39.74609,35.50331,17.9109,7,10.0,980.7,722
Travis,20180317,1345,38.16,-121.56,1,201803000000.0,3,13,Spring,61.54175,17.42371,4.8683,6,10.0,1014.0,60
March AFB,20180912,1100,33.9,-117.26,458,201809000000.0,9,11,Fall,35.46753,32.29324,12.73007,0,10.0,958.2,722
Hill Weber,20170922,1400,41.15,-111.99,1370,201709000000.0,9,14,Fall,79.03442,10.36911,4.23327,6,10.0,849.3,43
MNANG,20180303,1500,44.89,-93.2,246,201803000000.0,3,15,Spring,23.25439,21.96312,11.61334,24,10.0,995.8,722
Travis,20171114,1200,38.16,-121.56,1,201711000000.0,11,12,Fall,37.146,20.61363,11.56023,3,10.0,1021.1,722
Travis,20180224,1200,38.16,-121.56,1,201802000000.0,2,12,Winter,36.78589,14.80782,13.89197,17,10.0,1026.1,722
Hill Weber,20180818,1300,41.15,-111.99,1370,201808000000.0,8,13,Summer,23.57788,36.85783,19.87435,6,10.0,859.3,722
March AFB,20180929,1100,33.9,-117.26,458,201809000000.0,9,11,Fall,44.54956,29.67987,10.79953,0,10.0,959.2,722
